dist_hospitals,2000_dist_builtup,elevation,2000_VD_K5,2000_BD_K3,slope,2000_BD_K13,latitudes,longitudes,growth_00_10
0.8878169632838327,0.6110177740108225,-0.5807190556796799,-0.7844475476583227,-0.4529431995258283,-0.9697656473776576,0.6676771251376111,3063180.8,342417.97,1
0.8931398664371815,0.6533383112170845,-0.6107992127362519,-0.5818432045694594,3.251204877464996,-0.358740319416756,2.8977687288726877,3064200.8,331317.97,1
0.2908195211517967,0.6533383112170845,-0.4979987114294468,0.22857416778599382,2.510375062042851,-0.6736469116074981,1.3538591882773814,3058800.8,339297.97,1
0.4074500370711972,0.526376111339185,-0.40399831704853273,0.7350850255081519,-0.4529431995258283,-0.3017796438885567,-0.22435957433880638,3065460.8,346197.97,1
0.9251539995929581,0.6110177740108225,-0.45287865115526843,-0.7844475476583227,-0.4529431995258283,-0.5850069330494216,0.8392227134005372,3063900.8,327747.97,1
0.9176781126250816,0.5686966485454464,-0.4791986045035552,-0.7844475476583227,-0.4529431995258283,-0.6585999529948673,0.18734964035210103,3062700.8,329517.97,1
0.7683801099426308,0.6533383112170845,-0.4077583805082741,1.2415958832303102,0.28788634919767647,-0.1019442130206298,-0.36159599856323776,3066150.8,340647.97,1
0.8641460961607481,0.6533383112170845,-0.4904785845099637,-0.7844475476583227,1.0287158979211812,-0.6948099807455983,0.5647498649516743,3058620.8,335307.97,1
0.9193549841768686,0.6533383112170845,-0.625839256202402,0.7350850255081519,1.0287158979211812,-0.8781348443202863,0.1530405922783801,3067920.8,334107.97,1
0.7735289177611128,0.6533383112170845,-0.48671873142303795,-0.7844475476583227,0.28788634919767647,-0.809273895136098,1.4567865064457048,3066930.8,330567.97,1
0.8032362514297995,0.6533383112170845,-0.5205588818150797,-0.7844475476583227,1.0287158979211812,-0.4103370146583385,0.7362953372498268,3068520.8,337947.97,1
1.065135457652551,0.6110177740108225,-0.43783839731630264,-0.7844475476583227,-0.4529431995258283,-0.6592332475198919,0.7706044433059346,3070470.8,336987.97,1
0.9113449531679617,0.6533383112170845,-0.4190384306389548,-0.7844475476583227,1.0287158979211812,0.6310004208193988,0.9078408095479793,3064290.8,328317.97,1
0.11876618855903084,0.5686966485454464,-0.20847754161576612,-0.7844475476583227,-0.4529431995258283,-0.6673864731466445,-0.43021421067545346,3055620.8,337677.97,1
0.9363039418484923,0.6533383112170845,-0.5919991058103604,-0.7844475476583227,5.4736933236115295,-0.9456999069120079,2.4517505240904462,3067770.8,335277.97,1
0.40599077258795585,0.18780963713036727,-0.5882391124748909,-0.7844475476583227,-0.4529431995258283,-0.9281347309382343,-0.5674506348998849,3059310.8,339597.97,1
1.0399881923935852,0.6533383112170845,-0.40399831704853273,-0.7844475476583227,0.28788634919767647,-0.6171900742742524,0.42751338274485606,3070410.8,336867.97,1
0.9989521263200747,0.6110177740108225,-0.6145592060717214,-0.7844475476583227,-0.4529431995258283,-1.1087109598312797,1.0793863978109055,3067680.8,337167.97,1
-0.5754417906291598,0.31477195466009017,-0.6935194868622132,1.4442002263191738,-0.4529431995258283,-0.6104282590782457,-0.5674506348998849,3054960.8,331287.97,1
0.983163804214226,0.6533383112170845,-0.6559193431347021,-0.7844475476583227,3.99203435951384,-0.8408651889793436,2.7262234305216957,3065370.8,337287.97,1
0.7800917843239529,0.6533383112170845,-0.5807190556796799,-0.7844475476583227,0.28788634919767647,-0.7587736533916607,0.8049136073444294,3060660.8,336807.97,1
-0.6175337543466639,0.441734448667547,-0.20095755494482714,-0.7844475476583227,-0.4529431995258283,0.8514613078366622,-0.4645233167315614,3065700.8,322287.97,1
0.9193549841768686,0.6533383112170845,-0.2648777922691689,0.22857416778599382,2.510375062042851,-0.5417862358311984,2.3145142158307883,3062820.8,330117.97,1
0.49692303595561416,0.48405498587380835,-0.5355988551569578,-0.7844475476583227,-0.4529431995258283,-0.42732712094448816,-0.49883242278766926,3073020.8,334437.97,1
0.9391760066722258,0.5686966485454464,-0.6446392930040217,-0.7844475476583227,-0.4529431995258283,-1.0455423249879479,0.8392227134005372,3065850.8,330897.97,1
0.3365756181264747,0.48405498587380835,0.07352336102988768,-0.7844475476583227,-0.4529431995258283,-0.5760630577376887,-0.43021421067545346,3061050.8,327507.97,1
0.04187548593071366,0.6110177740108225,-0.020476963226754463,0.12727199624156207,-0.4529431995258283,0.885649681744746,-0.327286909901846,3074730.8,335697.97,1
1.0043913350307443,0.6533383112170845,-0.5581589554183188,0.025969824697130488,0.28788634919767647,-0.4691386838501142,0.9421499735864739,3069390.8,334887.97,1
0.6702672005141527,0.6110177740108225,-0.6408792996685522,-0.7844475476583227,-0.4529431995258283,-0.9719461305135672,-0.12143225617048276,3061950.8,341127.97,1
0.8600001394232865,0.48405498587380835,-0.5055188383489295,0.8363871970525837,-0.4529431995258283,-0.32513560630807925,-0.43021421067545346,3071100.8,335787.97,1
0.8475885988917927,0.48405498587380835,-0.5130387548955966,1.5455023978636053,-0.4529431995258283,-0.23461045122582716,-0.36159599856323776,3066780.8,341097.97,1
1.019173079244122,0.6533383112170845,-0.6822394367315326,-0.7844475476583227,3.99203435951384,-0.8551734011122607,3.103623597138882,3063180.8,332457.97,1
